ID,WORD,POSWX,POSLY,LENGTH,LINE,PAGE,DURATION,AUDIOFILE
85,More,153.1062672,244.1129906,35.66350771,6,1,0.565714,1_85
86,people,192.8851728,244.1129906,43.91067341,6,1,0.35619,1_86
87,drown,240.9112441,244.1129906,42.0706944,6,1,0.364444,1_87
88,in,287.1137063,244.1129906,12.79800346,6,1,0.345397,1_88
89,deserts,304.0434776,244.1129906,45.71791258,6,1,0.406848,1_89
90,than,353.876788,244.1129906,28.34615347,6,1,0.478322,1_90
91,die,386.3547093,244.1129906,20.12190566,6,1,0.34966,1_91
92,of,410.5920129,244.1129906,13.7310889,6,1,0.407755,1_92
93,thirst,428.4221297,244.1129906,37.97494041,6,1,0.364444,1_93
94,Deserts,15.43524,281.8688306,49.36704528,7,1,0.594694,1_94
95,also,68.73335928,281.8688306,26.51272243,7,1,0.400907,1_95
96,receive,99.176142,281.8688306,47.52678874,7,1,0.74127,1_96
97,water,150.6169104,281.8688306,36.59495616,7,1,0.464444,1_97
98,from,191.1004752,281.8688306,31.96390579,7,1,0.47805,1_98
99,short,227.0242646,281.8688306,32.944464,7,1,0.409116,1_99
100,lived,263.8795025,281.8688306,37.03530701,7,1,0.590431,1_100
101,streams,304.8255834,281.8688306,50.29330522,7,1,0.569297,1_101
102,fed,359.0624024,281.8688306,21.0140663,7,1,0.290703,1_102
103,by,384.0199824,281.8688306,16.44849562,7,1,0.640136,1_103
104,rain,404.4119917,281.8688306,25.57963699,7,1,0.487347,1_104
105,and,433.9351425,281.8688306,23.76421287,7,1,0.464444,1_105
106,snow,461.6428691,281.8688306,34.73042227,7,1,0.345397,1_106
107,from,500.333175,281.8688306,31.96390579,7,1,0.621043,1_107
108,adjacent,536.2569644,281.8688306,54.87524583,7,1,0.535193,1_108
109,highlands,595.0429841,281.8688306,68.14797696,7,1,0.697596,1_109
110,These,667.0242648,281.8688306,39.32054784,7,1,0.379501,1_110
111,streams,15.43524,319.6246706,50.28512026,8,1,0.562041,1_111
112,fill,69.65568902,319.6246706,19.21173811,8,1,0.293469,1_112
113,the,92.78638598,319.6246706,20.12190566,8,1,0.293469,1_113
114,channel,116.8436204,319.6246706,51.23457562,8,1,0.50644,1_114
115,with,171.9971549,319.6246706,29.23101351,8,1,0.394875,1_115
116,a,205.196237,319.6246706,7.291162368,8,1,0.464444,1_116
117,slurry,216.4390981,319.6246706,38.41038029,8,1,0.345397,1_117
118,of,258.817547,319.6246706,13.71471898,8,1,0.535193,1_118
119,mud,276.4839646,319.6246706,29.25632103,8,1,0.400227,1_119
120,and,309.7083543,319.6246706,23.75602791,8,1,0.519955,1_120
121,commonly,337.4324508,319.6246706,70.42666983,8,1,0.394875,1_121
122,transport,411.8271892,319.6246706,58.5650258,8,1,0.413651,1_122
123,considerable,474.3275438,319.6246706,83.22139931,8,1,0.377732,1_123
124,quantities,561.5006418,319.6246706,64.02275713,8,1,0.451882,1_124
125,of,629.4750976,319.6246706,13.71471898,8,1,0.408209,1_125
126,sediment,647.1415153,319.6246706,59.45882343,8,1,0.515601,1_126
127,for,15.43524,357.3805106,19.19700518,9,1,0.383719,1_127
128,a,39.2796655,357.3805106,7.299347328,9,1,0.40263,1_128
129,day,51.24280306,357.3805106,23.76421287,9,1,0.420952,1_129
130,or,79.67080616,357.3805106,13.71471898,9,1,0.405125,1_130
131,two,98.03294545,357.3805106,28.78888444,9,1,0.68839,1_131
132,Most,131.468808,357.3805106,33.92174822,9,1,0.384671,1_132
133,desert,169.9626749,357.3805106,39.38275353,9,1,0.481361,1_133
134,lakes,213.9175471,357.3805106,33.87754943,9,1,0.464444,1_134
135,are,252.3988872,357.3805106,20.08916582,9,1,0.702585,1_135
136,in,277.1272883,357.3805106,12.79800346,9,1,0.450476,1_136
137,basins,294.580897,357.3805106,41.17689677,9,1,0.295782,1_137
138,with,340.3970291,357.3805106,29.26286899,9,1,0.364444,1_138
139,closed,374.3155034,357.3805106,46.20901018,9,1,0.412109,1_139
140,or,425.1473789,357.3805106,13.7310889,9,1,0.238549,1_140
141,interior,443.5013332,357.3805106,48.4746071,9,1,0.452426,1_141
142,drainage,496.5988057,357.3805106,60.82407475,9,1,0.464444,1_142
143,But,562.0438032,357.3805106,27.8801376,9,1,0.320454,1_143
144,a,594.593484,357.3805106,7.307532288,9,1,0.666984,1_144
145,few,606.5402516,357.3805106,24.64000358,9,1,0.377732,1_145
146,deserts,635.8522304,357.3805106,45.71791258,9,1,0.453379,1_146
147,are,686.2093782,357.3805106,20.08916582,9,1,0.46254,1_147
148,crossed,15.43524,395.1363506,49.36840474,10,1,0.452426,1_148
149,by,71.25994123,395.1363506,16.46486554,10,1,0.408209,1_149
150,exotic,94.14742488,395.1363506,40.24381133,10,1,0.28,1_150
151,rivers,140.8110696,395.1363506,41.60145629,10,1,0.496327,1_151
152,This,188.8524525,395.1363506,29.262869,10,1,0.379501,1_152
153,means,224.571618,395.1363506,42.05432448,10,1,0.383719,1_153
154,rivers,273.082239,395.1363506,37.49366477,10,1,0.522585,1_154
155,that,316.9746936,395.1363506,24.69566131,10,1,0.464444,1_155
156,get,348.0990624,395.1363506,20.13009062,10,1,0.345397,1_156
157,their,374.6489088,395.1363506,30.16976256,10,1,0.516145,1_157
158,water,411.2749679,395.1363506,36.55403136,10,1,0.567982,1_158
159,from,454.2852958,395.1363506,31.98027572,10,1,0.293469,1_159
160,outside,492.7546079,395.1363506,47.56771354,10,1,0.238549,1_160
161,the,546.7786179,395.1363506,20.10553575,10,1,0.487347,1_161
162,desert,573.3404502,395.1363506,43.4424937,10,1,0.408209,1_162
163,These,623.1016056,395.1363506,39.32054784,10,1,0.407755,1_163
164,rivers,668.8457101,395.1363506,37.47729484,10,1,0.444172,1_164
165,evaporate,15.43524,433.1739506,63.99983923,11,1,0.460317,1_165
166,large,85.46575771,433.1739506,32.9035392,11,1,0.50322,1_166
167,amounts,124.3999754,433.1739506,55.81815322,11,1,0.379501,1_167
168,of,186.2488071,433.1739506,13.7310889,11,1,0.579456,1_168
169,water,205.9942045,433.1739506,36.57040128,11,1,0.583084,1_169
170,on,248.5789144,433.1739506,16.46486554,11,1,0.394875,1_170
171,their,271.0908283,433.1739506,30.18613248,11,1,0.489297,1_171
172,journeys,307.2912693,433.1739506,56.72504679,11,1,0.544671,1_172
173,through,370.0469946,433.1739506,51.23457562,11,1,0.573605,1_173
174,the,427.3286186,433.1739506,20.12190566,11,1,0.469796,1_174
175,deserts,453.4812027,433.1739506,49.70343356,11,1,0.383719,1_175
176,But,509.2153148,433.1739506,23.78876775,11,1,0.695556,1_176
177,they,539.034761,433.1739506,28.32978355,11,1,0.511791,1_177
178,are,573.4076088,433.1739506,20.08916582,11,1,0.28,1_178
179,so,599.5348008,433.1739506,14.6314345,11,1,0.326122,1_179
180,big,620.2132837,433.1739506,21.03862118,11,1,0.506032,1_180
181,that,647.2715808,433.1739506,24.69566131,11,1,0.293469,1_181
182,they,677.9979206,433.1739506,28.32978355,11,1,0.377732,1_182
183,maintain,15.43524,470.9297906,57.62866636,12,1,0.447846,1_183
184,their,77.16129734,470.9297906,30.21068736,12,1,0.40839,1_184
185,continuity,111.4530057,470.9297906,70.95214425,12,1,0.361406,1_185
186,Lakes,15.43524,508.6856306,39.32054784,13,1,0.423356,1_186
187,form,58.70748653,508.6856306,31.96390579,13,1,0.732653,1_187
188,where,94.65583084,508.6856306,40.22089344,13,1,0.28,1_188
189,rainfall,138.828423,508.6856306,47.54152166,13,1,0.52458,1_189
190,is,190.3052734,508.6856306,10.99731225,13,1,0.379501,1_190
191,sufficient,205.2542843,508.6856306,66.28835404,13,1,0.487347,1_191
192,Desert,275.4779671,508.6856306,42.99395788,13,1,0.591701,1_192
193,lakes,322.4072538,508.6856306,33.83662464,13,1,0.475556,1_193
194,are,360.1955771,508.6856306,20.10553574,13,1,0.345397,1_194
195,generally,384.2528115,508.6856306,61.23332274,13,1,0.432381,1_195
196,shallow,449.437833,508.6856306,55.44071371,13,1,0.566032,1_196
197,temporary,508.8466153,508.6856306,71.81483905,13,1,0.238549,1_197
198,and,584.629523,508.6856306,23.75602791,13,1,0.563265,1_198
199,salty,612.3863593,508.6856306,35.21824589,13,1,0.527302,1_199
200,Because,651.5726738,508.6856306,54.83595802,13,1,0.427846,1_200
201,these,15.43524,546.4414706,33.82025472,14,1,0.664127,1_201
202,lakes,53.71466092,546.4414706,33.82025472,14,1,0.293469,1_202
203,are,91.99408185,546.4414706,20.08916583,14,1,0.40839,1_203
204,shallow,116.5424139,546.4414706,55.28589092,14,1,0.28,1_204
205,wind,176.2951056,546.4414706,32.95592294,14,1,0.444172,1_205
206,stress,213.6758179,546.4414706,36.61623705,14,1,0.406168,1_206
207,may,254.7004745,546.4414706,28.36743437,14,1,0.474875,1_207
208,cause,287.4926982,546.4414706,36.59495615,14,1,0.411429,1_208
209,the,328.4960738,546.4414706,20.14973453,14,1,0.458367,1_209
210,lake,353.0542278,546.4414706,27.45562982,14,1,0.28,1_210
211,waters,384.9182771,546.4414706,43.00050585,14,1,0.377732,1_211
212,to,432.3272024,546.4414706,12.82746931,14,1,0.576644,1_212
213,move,449.5794611,546.4414706,36.62278502,14,1,0.502902,1_213
214,over,490.6106656,546.4414706,29.30543078,14,1,0.591701,1_214
215,long,524.289852,546.4414706,29.262869,14,1,0.377732,1_215
216,distances,558.0282571,546.4414706,64.43947037,14,1,0.394875,1_216
217,When,626.9105238,546.4414706,39.29762996,14,1,0.533832,1_217
218,small,670.6836898,546.4414706,35.67005568,14,1,0.295918,1_218
219,lakes,15.43524,584.1973106,33.82025472,15,1,0.383719,1_219
220,dry,53.38726253,584.1973106,21.93896679,15,1,0.388798,1_220
221,up,79.47436705,584.1973106,20.59663335,15,1,0.628707,1_221
222,they,104.1863983,584.1973106,28.32978355,15,1,0.370612,1_222
223,leave,136.6643196,584.1973106,34.72060032,15,1,0.411882,1_223
224,a,175.5166877,584.1973106,7.291162368,15,1,0.61678,1_224
225,salt,186.9396179,584.1973106,22.86223027,15,1,0.450476,1_225
226,crust,213.917246,584.1973106,32.01956352,15,1,0.429524,1_226
227,or,250.0522074,584.1973106,13.71471898,15,1,0.525669,1_227
228,hardpan,267.8986942,584.1973106,57.18340455,15,1,0.540998,1_228
229,The,15.43524,621.9531506,25.60582886,16,1,0.360136,1_229
230,Great,45.37213104,621.9531506,36.61132608,16,1,0.556281,1_230
231,Salt,86.27728713,621.9531506,25.65493862,16,1,0.397188,1_231
232,Lake,116.2260558,621.9531506,32.93955302,16,1,0.476871,1_232
233,in,153.4720032,621.9531506,12.78163354,16,1,0.458685,1_233
234,Utah,170.6309534,621.9531506,36.10666214,16,1,0.472653,1_234
235,and,211.078716,621.9531506,23.77239782,16,1,0.379501,1_235
236,two,239.2120605,621.9531506,24.68911334,16,1,0.534649,1_236
237,smaller,268.2621206,621.9531506,48.46805914,16,1,0.565714,1_237
238,lakes,321.0583865,621.9531506,33.83662464,16,1,0.495692,1_238
239,are,359.239588,621.9531506,20.08916582,16,1,0.392562,1_239
240,remnants,383.6733306,621.9531506,60.35916903,16,1,0.394875,1_240
241,of,448.3770763,621.9531506,13.7310889,16,1,0.540998,1_241
242,a,466.4363721,621.9531506,7.307532288,16,1,0.694603,1_242
243,desert,478.0884812,621.9531506,39.25812572,16,1,0.412925,1_243
244,lake,521.6748137,621.9531506,27.42943795,16,1,0.475873,1_244
245,that,553.4488285,621.9531506,24.71203123,16,1,0.509342,1_245
246,once,582.4890665,621.9531506,31.09630003,16,1,0.28,1_246
247,covered,617.9299433,621.9531506,52.10218138,16,1,0.565714,1_247
248,Utah,674.3930714,621.9531506,31.99664563,16,1,0.290703,1_248
249,and,15.43524,659.9907506,23.77239782,17,1,0.403447,1_249
250,Idaho,43.33940563,659.9907506,41.5848841,17,1,0.416644,1_250
251,These,89.04089184,659.9907506,39.32054784,17,1,0.293469,1_251
252,areas,132.4604676,659.9907506,33.82025472,17,1,0.466531,1_252
253,contain,170.396172,659.9907506,48.46805914,17,1,0.565714,1_253
254,useful,222.9959989,659.9907506,40.26018125,17,1,0.52576,1_254
255,clues,267.3552082,659.9907506,33.83662464,17,1,0.534966,1_255
256,to,305.3072307,659.9907506,12.79800346,17,1,0.458685,1_256
257,climatic,322.2370019,659.9907506,53.02544486,17,1,0.429569,1_257
258,change,379.3778447,659.9907506,50.77621786,17,1,0.440862,1_258
